703,Gyaku-Gire Panda,"Increase the ATK of this card by 500 points for each monster on your opponent's side of the field. When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points.",DCR-021,3,800,1600,2,2,NULL
704,Blindly Loyal Goblin,"As long as this card remains face-up on the field, control of this card cannot switch.",DCR-022,4,1800,1500,18,2,NULL
705,Despair from the Dark,"When this card is sent from your hand or Deck to your Graveyard by your opponent's card effect, Special Summon this card to the field.",DCR-023,8,2800,3000,20,2,NULL
706,Maju Garzett,The ATK of this card becomes equal to the combined original ATK of the 2 monsters you Tributed for the Tribute Summon of this card.,DCR-024,7,-1,0,7,2,NULL
707,Fear from the Dark,"When this card is sent from your hand or Deck to your Graveyard by your opponent's card effect, Special Summon this card to the field.",DCR-025,4,1700,1500,20,2,NULL
708,Dark Scorpion - Chick the Yellow,"When this card inflicts Battle Damage to your opponent's Life Points, you can select and activate 1 of the following effects:
- Return 1 card on the field to its owner's hand.
- Pick up 1 card on the top of your opponent's Deck (Your opponent does not look at the card). Select the top or the bottom of the Deck and return the card there.",DCR-026,3,1000,1000,18,2,NULL
709,D.D. Warrior Lady,"When this card battles with your opponent's monster, after damage calculation you can remove from play the opponent's monster and this card.",DCR-027,4,1500,1600,18,2,NULL
710,Thousand Needles,"When this Defense Position card is attacked and if the DEF of this card is higher than the ATK of the attacking monster, destroy the attacking monster at the end of the Damage Step.",DCR-028,4,1000,1800,2,2,NULL
711,Shinato's Ark,"This card is used to Ritual Summon ""Shinato, King of a Higher Plane"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.",DCR-029,NULL,NULL,NULL,NULL,10,NULL
712,A Deal with Dark Ruler,"You can only activate this card during a turn in which a Level 8 or higher monster on your side of the field was sent to the Graveyard. Special Summon 1 ""Berserk Dragon"" from your hand or Deck.",DCR-030,NULL,NULL,NULL,NULL,9,NULL
713,Contract with Exodia,"You can only activate this card when you have ""Exodia the Forbidden One"", ""Right Arm of the Forbidden One"", ""Left Arm of the Forbidden One"", ""Right Leg of the Forbidden One"", and ""Left Leg of the Forbidden One"" in your Graveyard. Special Summon 1 ""Exodia Necross"" from your hand.",DCR-031,NULL,NULL,NULL,NULL,5,NULL
714,Butterfly Dagger - Elma,"Increase the ATK of a monster equipped with this card by 300 points. When this card is equipped to a monster, and is destroyed and sent to the Graveyard, this card can be returned to the owner's hand.",DCR-032,NULL,NULL,NULL,NULL,7,NULL
715,Shooting Star Bow - Ceal,Decrease the ATK of a monster equipped with this card by 1000 points. A monster equipped with this card can attack your opponent's Life Points directly.,DCR-033,NULL,NULL,NULL,NULL,7,NULL
716,Gravity Axe - Grarl,"Increase the ATK of a monster equipped with this card by 500 points. As long as this card remains on the field, monsters on your opponent's side of the field cannot change their battle positions.",DCR-034,NULL,NULL,NULL,NULL,7,NULL
717,Wicked-Breaking Flamberge - Baou,"Send 1 card from your hand to the Graveyard to equip this card. Increase the ATK of the equipped monster by 500 points. If a monster equipped with this card destroys a monster as a result of battle, the effect of that monster is negated.",DCR-035,NULL,NULL,NULL,NULL,7,NULL
718,Rod of Silence - Kay'est,Increase the DEF of a monster equipped with this card by 500 points. Negate the effect of a Spell Card (excluding this card) that targets the monster equipped with this card and destroy the Spell Card.,DCR-036,NULL,NULL,NULL,NULL,7,NULL
719,Twin Swords of Flashing Light - Tryce,Send 1 card from your hand to your Graveyard to equip this card. Decrease the ATK of a monster equipped with this card by 500 points. A monster equipped with this card can attack twice during the same Battle Phase.,DCR-037,NULL,NULL,NULL,NULL,7,NULL
720,Precious Cards from Beyond,"When you successfully Tribute Summon or Set a monster that required 2 or more Tributes, draw 2 cards from your Deck.",DCR-038,NULL,NULL,NULL,NULL,6,NULL
721,Rod of the Mind's Eye,"If a monster equipped with this card inflicts Battle Damage to your opponent, the damage becomes 1000 points.",DCR-039,NULL,NULL,NULL,NULL,7,NULL
722,Fairy of the Spring,Add 1 Equip Spell Card from your Graveyard to your hand. You cannot activate that Equip Spell Card this turn.,DCR-040,NULL,NULL,NULL,NULL,5,NULL
723,Token Thanksgiving,Destroy all tokens on the field. Increase your Life Points by the number of tokens destroyed x 800 points.,DCR-041,NULL,NULL,NULL,NULL,5,NULL
724,Morale Boost,"Each time a player equips an Equip Spell Card, increase the Life Points of the controller of that Equip Spell Card by 1000 points. Each time an Equip Spell Card is removed from the field, the controller of that Equip Spell Card takes 1000 points of damage.",DCR-042,NULL,NULL,NULL,NULL,6,NULL
725,Non-Spellcasting Area,"All face-up Monster Cards on the field, except for Effect Monsters, are unaffected by any Spell Card (excluding this card).",DCR-043,NULL,NULL,NULL,NULL,6,NULL
726,Different Dimension Gate,"Select 1 Monster Card each from you and your opponent's sides of the field and remove them from play. When this card is destroyed and sent to the Graveyard, return those monsters to the field in the same battle position as when they were removed from play.",DCR-044,NULL,NULL,NULL,NULL,6,NULL
727,Final Attack Orders,"As long as this card remains on the field, all face-up monsters on the field are changed to Attack Position and their battle positions cannot be changed.",DCR-045,NULL,NULL,NULL,NULL,12,NULL
728,Staunch Defender,"You can only activate this card when your opponent declares an attack. Select 1 face-up monster on your side of the field. During this turn, your opponent can only designate the selected monster as an attack target and your opponent must attack the selected monster with all face-up monsters.",DCR-046,NULL,NULL,NULL,NULL,11,NULL
729,Ojama Trio,"Special Summon 3 ""Ojama Tokens"" (Beast-Type/LIGHT/Level 2/ATK 0/DEF 1000) in Defense Position on your opponent's side of the field. The tokens cannot be Tributed for a Tribute Summon. When an ""Ojama Token"" is destroyed, the controller of that token takes 300 points of damage.",DCR-047,NULL,NULL,NULL,NULL,11,NULL
730,Skill Drain,"Pay 1000 Life Points. As long as this card remains on the field, the effects of all face-up Effect Monsters on the field are negated.",DCR-049,NULL,NULL,NULL,NULL,12,NULL
731,Really Eternal Rest,Destroy all monsters equipped with Equip Cards.,DCR-050,NULL,NULL,NULL,NULL,11,NULL
732,Kaiser Glider,"This card is not destroyed as a result of battle when this card battles with a monster with the same ATK. When this card is destroyed and sent to the Graveyard, return 1 monster on the field to its owner's hand.",DCR-051,6,2400,2200,5,2,NULL
733,Interdimensional Matter Transporter,Select 1 face-up monster on your side of the field and remove it from play until the End Phase of the turn this card is activated.,DCR-052,NULL,NULL,NULL,NULL,11,NULL
734,Cost Down,Discard 1 card from your hand. Downgrade all Monster Cards in your hand by 2 Levels until the End Phase of the turn this card is activated.,DCR-053,NULL,NULL,NULL,NULL,5,NULL
735,Pandemonium Watchbear,"As long as this card remains face-up on your side of the field, ""Pandemonium"" on your side of the field is not destroyed by your opponent's card effects.",DCR-058,4,1300,1800,2,2,NULL
736,Sasuke Samurai #2,"Once per turn, during your Main Phase, you can pay 800 Life Points. If you do this, until the End Phase, Spell and Trap Cards cannot be activated.",DCR-059,1,200,300,18,2,NULL
737,Dark Scorpion - Gorg the Strong,"When this card inflicts Battle Damage to your opponent's Life Points, you can select and activate 1 of the following effects:
- Return 1 Monster Card on your opponent's side of the field to the top of its owner's Deck.
- Send 1 card from the top of your opponent's Deck to the Graveyard.",DCR-060,5,1800,1500,18,2,NULL
738,Dark Scorpion - Meanae the Thorn,"When this card inflicts Battle Damage to your opponent's Life Points, you can select and activate 1 of the following effects:
- Add 1 card that includes ""Dark Scorpion"" in its card name, or is named ""Cliff the Trap Remover"", from your Deck to your hand.
- Add 1 card that includes ""Dark Scorpion"" in its card name, or is named ""Cliff the Trap Remover"", from your Graveyard to your hand.",DCR-061,4,1000,1800,18,2,NULL
739,Outstanding Dog Marron,"When this card is sent to your Graveyard, add it to your Deck and shuffle it.",DCR-062,1,100,100,2,2,NULL
740,Great Maju Garzett,The ATK of this card becomes twice the original ATK of 1 monster that you Tributed for the Tribute Summon of this card.,DCR-063,6,0,0,7,2,NULL
741,Iron Blacksmith Kotetsu,FLIP: Select 1 Equip Spell Card from your Deck and add it to your hand.,DCR-064,2,500,500,3,2,NULL
742,Goblin of Greed,"As long as this card remains face-up on your side of the field, neither player can activate an effect by discarding from his/her hand.",DCR-065,4,1000,1800,7,2,NULL
743,Mefist the Infernal General,"When this card attacks with an ATK that is higher than the DEF of your opponent's Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. When this card inflicts Battle Damage to your opponent's Life Points, discard 1 card randomly from your opponent's hand.",DCR-066,5,1800,1700,7,2,NULL
744,Vilepawn Archfiend,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. As long as this card remains on the field, your opponent cannot attack any Archfiend Monster Card on your side of the field except ""Vilepawn Archfiend"".",DCR-067,2,1200,200,7,2,NULL
745,Shadowknight Archfiend,"The controller of this card pays 900 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. The Battle Damage this card inflicts to your opponent is halved.",DCR-068,4,2000,1600,7,2,NULL
746,Darkbishop Archfiend,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When an Archfiend Monster Card on your side of the field is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.",DCR-069,3,300,1400,7,2,NULL
747,Desrook Archfiend,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 3, negate the effect and destroy the opponent's card. When a ""Terrorking Archfiend"" on your side of the field is destroyed and sent to the Graveyard, you can send this card from your hand to the Graveyard to Special Summon the ""Terrorking Archfiend"".",DCR-070,3,1100,1800,7,2,NULL
748,Infernalqueen Archfiend,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. As long as this card remains on the field, during each Standby Phase, increase the ATK of 1 Archfiend Monster Card by 1000 points until the End Phase.",DCR-071,4,900,1500,7,2,NULL
749,Terrorking Archfiend,"This card cannot be Normal Summoned or Flip Summoned unless you have an Archfiend Monster Card on your side of the field. The controller of this card pays 800 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 2 or 5, negate the effect and destroy the opponent's card. The effects of an Effect Monster that this card destroyed as a result of battle are negated.",DCR-072,4,2000,1500,7,2,NULL
750,Skull Archfiend of Lightning,"The controller of this card pays 500 Life Points during each of his/her Standby Phases (this is not optional). When this card is targeted by the effect of a card controlled by your opponent, when resolving the effect, roll a six-sided die. If the result is 1, 3, or 6, negate the effect and destroy the opponent's card.",DCR-073,6,2500,1200,7,2,NULL
751,Metallizing Parasite - Lunatite,"Once per turn, during your Main Phase, if you control this monster on the field, you can equip it to a face-up monster on your side of the field as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, that monster will be unaffected by the effects of Spell Cards controlled by your opponent. (1 monster can only be equipped with 1 Union Monster at a time. If the monster that this card is equipped to is destroyed as a result of battle, destroy this card instead.)",DCR-074,7,1000,500,1,2,NULL
752,Tsukuyomi,"This card cannot be Special Summoned. This card returns to the owner's hand during the End Phase of the turn that it is Normal Summoned or flipped face-up. When this card is Normal Summoned or flipped face-up, select 1 face-up monster on the field and flip it into face-down Defense Position.",DCR-075,4,1100,1400,16,2,NULL
753,Mudora,This card gains 200 ATK for every Fairy-Type monster in your Graveyard.,DCR-076,4,1500,1800,6,2,NULL
754,Keldo,"When this card is destroyed and sent to the Graveyard as a result of battle, select 2 cards from your opponent's Graveyard, add them to your opponent's Deck and the Deck is then shuffled.",DCR-077,4,1200,1600,6,2,NULL
755,Kelbek,A monster that attacks this card returns to its owner's hand. Damage calculation is applied normally.,DCR-078,4,1500,1800,6,2,NULL
756,Zolga,"When you Tribute Summon a monster by Tributing this card, increase the Life Points of the player who controlled this card on the field by 2000 points.",DCR-079,4,1700,1200,6,2,NULL
757,Agido,"When this card is destroyed and sent to the Graveyard as a result of battle, roll a six-sided die. You can Special Summon 1 Fairy-Type monster from your Graveyard whose Level is equal to the number rolled. (If the result is 6, you can Special Summon a Level 6 or higher monster.)",DCR-080,4,1500,1300,6,2,NULL
758,Legendary Flame Lord,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.",DCR-081,7,2400,2000,16,4,NULL
759,Dark Master - Zorc,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Contract with the Dark Master"". During your Main Phase, you can roll 1 six-sided die. On a 1 or 2, destroy all monsters on your opponent's side of the field. On a 3, 4, or 5, destroy 1 monster on your opponent's side of the field. On a 6, destroy all monsters on your side of the field.",DCR-082,8,2700,1500,7,4,NULL
760,Spell Reproduction,Send 2 Spell Cards from your hand to the Graveyard. Select 1 Spell Card from your Graveyard and add it to your hand.,DCR-083,NULL,NULL,NULL,NULL,5,NULL
761,Dragged Down into the Grave,"You and your opponent look at each other's hands, select 1 card from each other's hands and discard them to the Graveyard, and each draw 1 card.",DCR-084,NULL,NULL,NULL,NULL,5,NULL
762,Incandescent Ordeal,"This card is used to Ritual Summon ""Legendary Flame Lord"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand.",DCR-085,NULL,NULL,NULL,NULL,10,NULL
763,Contract with the Abyss,This card is used to Ritual Summon any DARK Ritual Monster. You must also Tribute monsters from the field or your hand whose total Levels equal the Level of the Ritual Monster you are Ritual Summoning.,DCR-086,NULL,NULL,NULL,NULL,10,NULL
764,Contract with the Dark Master,"This card is used to Ritual Summon ""Dark Master - Zorc"". You must also Tribute monsters whose total Levels equal 8 or more from the field or your hand.",DCR-087,NULL,NULL,NULL,NULL,10,NULL
765,Falling Down,Destroy this card if there is no Archfiend card on your side of the field. Take control of 1 of your opponent's monsters that is equipped with this card. You take 800 points of damage during each of your opponent's Standby Phases.,DCR-088,NULL,NULL,NULL,NULL,7,NULL
766,Checkmate,"Tribute 1 Archfiend monster on your side of the field. During this turn, 1 ""Terrorking Archfiend"" on your side of the field can attack your opponent's Life Points directly.",DCR-089,NULL,NULL,NULL,NULL,5,NULL
767,Cestus of Dagla,"You can only equip this card to a Fairy-Type monster. Increase the ATK of a monster equipped with this card by 500 points. When the monster equipped with this card inflicts Battle Damage to your opponent's Life Points, increase your Life Points by an equal amount.",DCR-090,NULL,NULL,NULL,NULL,7,NULL
768,Final Countdown,"Pay 2000 Life Points. After 20 turns have passed (counting the turn you activate this card as the 1st turn), you win the Duel.",DCR-091,NULL,NULL,NULL,NULL,5,NULL
769,Archfiend's Oath,"Once per turn you can pay 500 Life Points to declare 1 card name. Pick up the top card from your Deck and if the card name is the one you declared, add it to your hand. If not, send the card you picked up to the Graveyard.",DCR-092,NULL,NULL,NULL,NULL,6,NULL
770,Mustering of the Dark Scorpions,"You can only activate this card when there is a face-up ""Don Zaloog""(s) on your side of the field. You can Special Summon from your hand any of the cards that include ""Dark Scorpion"" in their card name, or are named ""Cliff the Trap Remover"". (You can only Special Summon up to 1 card with each card name.)",DCR-093,NULL,NULL,NULL,NULL,5,NULL
771,Pandemonium,"Neither player has to pay Life Points during the Standby Phase for Archfiend monsters. Each time a player's Archfiend Monster Card(s) are destroyed and sent to the Graveyard, except as a result of battle, that player can select 1 Archfiend Monster Card from his/her Deck that has a lower Level than the destroyed card and add it to his/her hand.",DCR-094,NULL,NULL,NULL,NULL,8,NULL
772,Altar for Tribute,Select 1 monster on your side of the field and send it to the Graveyard. Increase your Life Points by an amount equal to the original ATK of the monster.,DCR-095,NULL,NULL,NULL,NULL,11,NULL
773,Frozen Soul,You can only activate this card when your Life Points are at least 2000 lower than your opponent's. Skip your opponent's next Battle Phase.,DCR-096,NULL,NULL,NULL,NULL,11,NULL
774,Battle-Scarred,"Select 1 Archfiend monster on your side of the field to activate this card. Your opponent also pays the same Life Points that you pay for the selected monster during the Standby Phase. If this card is removed from the field, destroy the selected monster. When the selected monster is removed from the field, destroy this card.",DCR-097,NULL,NULL,NULL,NULL,12,NULL
775,Dark Scorpion Combination,"You can only activate this card when there are ""Don Zaloog"", ""Cliff the Trap Remover"", ""Dark Scorpion - Chick the Yellow"", ""Dark Scorpion - Gorg the Strong"", and ""Dark Scorpion - Meanae the Thorn"" face-up on your side of the field. During this turn, any of these 5 cards can attack your opponent's Life Points directly. In that case, the Battle Damage inflicted to your opponent by each of those cards becomes 400 points.",DCR-098,NULL,NULL,NULL,NULL,11,NULL
776,Archfiend's Roar,Pay 500 Life Points to activate this card. Special Summon 1 Archfiend Monster Card from your Graveyard. This monster cannot be Tributed under any conditions and is destroyed during the End Phase of this turn.,DCR-099,NULL,NULL,NULL,NULL,11,NULL
777,Dice Re-Roll,"Once this turn, negate 1 six-sided die roll and re-roll it.",DCR-100,NULL,NULL,NULL,NULL,11,NULL
778,Spell Vanishing,"Discard 2 cards from your hand. Negate the activation of a Spell Card and destroy it. Also, look at your opponent's hand and Deck and if you find any Spell Cards of the same name as the destroyed Spell Card, send all of them to the Graveyard.",DCR-101,NULL,NULL,NULL,NULL,13,NULL
779,Sakuretsu Armor,Activate only when your opponent declares an attack. Destroy the attacking monster.,DCR-102,NULL,NULL,NULL,NULL,11,NULL
780,Ray of Hope,Add 2 LIGHT monsters from your Graveyard to your Deck and shuffle it.,DCR-103,NULL,NULL,NULL,NULL,11,NULL
781,Blast Held by a Tribute,You can only activate this card when your opponent declares an attack with a monster on his/her side of the field that has been Tribute Summoned or Set. Destroy all face-up Attack Position monsters on your opponent's side of the field and inflict 1000 points of damage to your opponent's Life Points.,DCR-104,NULL,NULL,NULL,NULL,11,NULL
782,Judgment of Anubis,"Discard 1 card from your hand. Negate the activation and the effect of a Spell Card controlled by your opponent that has the effect of destroying Spell and/or Trap Card(s) on the field and destroy it. After that, you can destroy 1 face-up monster on your opponent's side of the field and inflict damage to your opponent equal to the ATK of the destroyed monster.",DCR-105,NULL,NULL,NULL,NULL,13,NULL
783,Chaos Emperor Dragon - Envoy of the End,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 LIGHT and 1 DARK monster in your Graveyard. By paying 1000 Life Points, send all cards in both players' hands and on the field to the Graveyard. Inflict 300 points of damage to your opponent's Life Points for each card that is sent to the Graveyard by this effect.",IOC-000,8,3000,2500,5,2,NULL
784,Des Kangaroo,"If the ATK of a monster that attacks this monster is lower than the DEF of this card, destroy the attacking monster. (Damage calculation is applied normally.)",IOC-005,4,1500,1700,2,2,NULL
785,Crimson Ninja,"FLIP: Select 1 Trap Card on the field and destroy it. If the selected card is Set, pick up and look at the card. If it is a Trap Card, destroy it. If it is a Spell Card, return it to its original position.",IOC-006,1,300,300,18,2,NULL
786,Strike Ninja,You can remove this card from play until the End Phase of this turn by removing from play 2 DARK monsters in your Graveyard. You can use this effect during either player's turn. You can only use this effect once per turn.,IOC-007,4,1700,1200,18,2,NULL
787,Gale Lizard,FLIP: Select 1 Monster Card on your opponent's side of the field and return it to its owner's hand.,IOC-008,4,1400,700,13,2,NULL
788,Spirit of the Pot of Greed,"While this card is in face-up Attack Position on the field, if a player activates ""Pot of Greed"", they can draw 1 more card.",IOC-009,1,100,100,6,2,NULL
789,Chopman the Desperate Outlaw,"When this card is Flip Summoned, you can equip 1 Equip Spell Card in your Graveyard to this card.",IOC-010,3,1100,500,20,2,NULL
790,Sasuke Samurai #3,"When this card inflicts Battle Damage to your opponent's Life Points, your opponent draws cards until their hand has 7 cards.",IOC-011,3,1000,1000,18,2,NULL
791,D.D. Scout Plane,"If this card is removed from play, Special Summon this card in face-up Attack Position on your side of the field during the End Phase of this turn.",IOC-012,2,800,1200,10,2,NULL
792,Berserk Gorilla,"If this card is in face-up Defense Position on the field, destroy this card. The controller of this card must attack with this card if possible.",IOC-013,4,2000,1000,2,2,NULL
793,Freed the Brave Wanderer,"By removing from play 2 LIGHT monsters in your Graveyard, destroy 1 face-up monster on the field with higher ATK than this card. You can only use this effect once per turn.",IOC-014,4,1700,1200,18,2,NULL
794,Coach Goblin,"While this card is face-up on your side of the field, you can return 1 Normal Monster Card in your hand to the bottom of your Deck during your End Phase to draw 1 card from your Deck. You can only use this effect once per turn.",IOC-015,4,1200,1500,7,2,NULL
795,Witch Doctor of Chaos,FLIP: Select 1 Monster Card from you or your opponent's Graveyard. Remove it from play.,IOC-016,2,500,500,16,2,NULL
796,Chaos Necromancer,The ATK of this card becomes the number of Monster Cards in your Graveyard x 300 points.,IOC-017,1,0,0,7,2,NULL
797,Chaosrider Gustaph,"By removing from play up to 2 Spell Cards in your Graveyard, increase the ATK of this card by 300 points for each card removed from play, until the end of your opponent's next turn. This effect can only be used once during your turn.",IOC-018,4,1400,1500,18,2,NULL
798,Inferno,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 FIRE monster in your Graveyard. When this card destroys an opponent's monster as a result of battle and sends it to the Graveyard, inflict 1500 points of damage to your opponent's Life Points.",IOC-019,4,1100,1900,12,2,NULL
799,Fenrir,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 2 WATER monsters in your Graveyard. When this card destroys an opponent's monster as a result of battle, your opponent skips their next Draw Phase.",IOC-020,4,1400,1200,2,2,NULL
800,Gigantes,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 EARTH monster in your Graveyard. When this card is destroyed as a result of battle and sent to the Graveyard, destroy all Spell and Trap Cards on the field.",IOC-021,4,1900,1300,14,2,NULL
801,Silpheed,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 WIND monster in your Graveyard. When this card is destroyed as a result of battle and sent to the Graveyard, your opponent discards 1 random card from their hand.",IOC-022,4,1700,700,6,2,NULL
802,Chaos Sorcerer,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 LIGHT and 1 DARK monster in your Graveyard. Once per turn during your Main Phase, you can remove 1 face-up monster on the field from play. If you activate this effect, this card cannot attack during this turn.",IOC-023,6,2300,2000,16,2,NULL
803,Gren Maju Da Eiza,The ATK and the DEF of this card become the number of your cards that are removed from play x 400 points.,IOC-024,3,-1,-1,7,2,NULL
804,Black Luster Soldier - Envoy of the Beginning,"This card cannot be Normal Summoned or Set. This card can only be Special Summoned by removing from play 1 LIGHT and 1 DARK monster in your Graveyard. Once during each of your turns, you can select and activate 1 of the following effects:
- Remove from play 1 monster on the field. If you activate this effect, this card cannot attack during this turn.
- If this card destroyed your opponent's monster as a result of battle, it can attack once again in a row.",IOC-025,8,3000,2500,18,2,NULL
805,Drillago,"If the only cards on your opponent's side of the field are face-up monsters with ATK 1600 or more, this monster can attack your opponent's Life Points directly.",IOC-026,4,1600,1100,10,2,NULL
806,Lekunga,"By removing from play 2 WATER monsters in your Graveyard, Special Summon 1 ""Lekunga Token"" (Plant-Type/WATER/Level 2/ATK 700/DEF 700) in Attack Position on your side of the field.",IOC-027,4,1700,500,11,2,NULL
807,Lord Poison,"When this card is destroyed as a result of battle and sent to the Graveyard, Special Summon 1 Plant-Type monster from your Graveyard to your side of the field, except ""Lord Poison"".",IOC-028,4,1500,1000,11,2,NULL
808,Bowganian,"During each of your Standby Phases, inflict 600 points of damage to your opponent's Life Points.",IOC-029,3,1300,1000,10,2,NULL
809,Granadora,"When this monster is Normal Summoned, Flip Summoned or Special Summoned, increase your Life Points by 1000 points. When this card is destroyed and sent to the Graveyard, you take 2000 points of damage.",IOC-030,4,1900,700,13,2,NULL
810,Fuhma Shuriken,"You can only equip this card to a monster that includes ""Ninja"" in its card name. Increase the ATK of the equipped monster by 700 points. When this card is sent from the field to the Graveyard, inflict 700 points of damage to your opponent's Life Points.",IOC-031,NULL,NULL,NULL,NULL,7,NULL
811,Heart of the Underdog,"During your Draw Phase, when you draw a Normal Monster Card(s), you can draw 1 more card by showing it to your opponent.",IOC-032,NULL,NULL,NULL,NULL,6,NULL
812,Wild Nature's Release,Increase the ATK of 1 face-up Beast-Type or Beast-Warrior-Type monster on the field by an amount equal to its DEF until the end of the turn. Destroy the monster during the End Phase.,IOC-033,NULL,NULL,NULL,NULL,5,NULL
813,Ojama Delta Hurricane!!,"You can only activate this card while ""Ojama Green"", ""Ojama Yellow"" and ""Ojama Black"" are face-up on your side of the field. Destroy all cards on your opponent's side of the field.",IOC-034,NULL,NULL,NULL,NULL,5,NULL
814,Stumbling,"Any monster that is Normal Summoned, Flip Summoned or Special Summoned is changed to Defense Position.",IOC-035,NULL,NULL,NULL,NULL,6,NULL
815,Chaos End,You can only activate this card if 7 or more of your cards are currently removed from play. Destroy all Monster Cards on the field.,IOC-036,NULL,NULL,NULL,NULL,5,NULL
816,Yellow Luster Shield,Increase the DEF of all monsters on your side of the field by 300 points.,IOC-037,NULL,NULL,NULL,NULL,6,NULL
817,Chaos Greed,You can only activate this card if 4 or more of your cards are currently removed from play and there are no cards in your Graveyard. Draw 2 cards from your Deck.,IOC-038,NULL,NULL,NULL,NULL,5,NULL
818,D.D. Designator,"Declare 1 card name. Look at your opponent's hand, and if they have the declared card in their hand, remove from play that 1 card. If they do not have the declared card in their hand, remove from play 1 random card in your hand.",IOC-039,NULL,NULL,NULL,NULL,5,NULL
819,D.D. Borderline,"While there are no Spell Cards in your Graveyard, neither player can conduct their Battle Phase.",IOC-040,NULL,NULL,NULL,NULL,6,NULL
820,Recycle,"During your Standby Phase, by paying 300 Life Points, select 1 non-Monster Card in your Graveyard and return it to the bottom of your Deck.",IOC-041,NULL,NULL,NULL,NULL,6,NULL
821,Primal Seed,"You can only activate this card if there is a ""Black Luster Soldier - Envoy of the Beginning"" or ""Chaos Emperor Dragon - Envoy of the End"" on the field. Add 2 of your removed from play cards to your hand.",IOC-042,NULL,NULL,NULL,NULL,5,NULL
822,Thunder Crash,Destroy all monsters on your side of the field. Inflict damage to your opponent's Life Points equal to the number of monsters destroyed x 300 points.,IOC-043,NULL,NULL,NULL,NULL,5,NULL
823,Dimension Distortion,You can only activate this card if there are no cards in your Graveyard. Select 1 removed from play monster and Special Summon it on your side of the field.,IOC-044,NULL,NULL,NULL,NULL,5,NULL
824,Reload,Add all cards in your hand to your Deck and shuffle it. Then draw the same number of cards that you added to your Deck.,IOC-045,NULL,NULL,NULL,NULL,9,NULL
825,Soul Absorption,"Each time a card(s) is removed from play, increase your Life Points by 500 points for each card removed from play.",IOC-046,NULL,NULL,NULL,NULL,6,NULL
826,Big Burn,You can only activate this card when your opponent activates a card that targets a monster in the Graveyard. Remove from play all monsters in both players' Graveyards.,IOC-047,NULL,NULL,NULL,NULL,11,NULL
827,Blasting the Ruins,You can only activate this card if there are 30 or more cards in your Graveyard. Inflict 3000 points of damage to your opponent's Life Points.,IOC-048,NULL,NULL,NULL,NULL,11,NULL
828,Cursed Seal of the Forbidden Spell,Discard 1 Spell Card from your hand to negate the activation and the effect of a Spell Card and destroy it. Your opponent cannot activate Spell Cards of the same name (including the Spell Card that is destroyed by this card's effect) during the rest of this Duel.,IOC-049,NULL,NULL,NULL,NULL,13,NULL
829,Tower of Babel,"Each time you or your opponent activates a Spell Card, put 1 Spell Counter on this card. When the 4th Spell Counter is put on this card, destroy this card and inflict 3000 points of damage to the player that activated the Spell Card at that time.",IOC-050,NULL,NULL,NULL,NULL,12,NULL
830,Spatial Collapse,You can only activate this card if both you and your opponent each have 5 or less cards on the field. The maximum number of cards that each player can have on the field is 5.,IOC-051,NULL,NULL,NULL,NULL,12,NULL
